,number,value,datetime_start,datetime_complete,duration,params_input_scaling,params_leaking_rate,params_ridge,params_spectral_radius,user_attrs_n_folds,user_attrs_n_inits,user_attrs_seeds,user_attrs_top10_accuracy,state
34,34,0.028276384377093053,2023-02-04 16:26:18,2023-02-04 16:29:15,0 days 00:02:57,0.0002630242843189217,0.00010112827213875047,3.714869333230754e-05,0.018078943526209288,3,1,[69065],0.1782326889895889,COMPLETE
35,35,0.013863902554553947,2023-02-04 16:29:15,2023-02-04 16:32:15,0 days 00:03:00,11.198685205077032,1.9629939133680103e-06,1.6749202269882155e-08,34.262523914710556,3,1,[69065],0.11715578546696803,COMPLETE
36,36,0.020797015847619237,2023-02-04 16:32:15,2023-02-04 16:35:09,0 days 00:02:54,0.0003088672367235035,0.04104603577926708,0.00021658555860589964,81.64968812715814,3,1,[69065],0.13915681738490623,COMPLETE
37,37,0.019848403659846595,2023-02-04 16:35:09,2023-02-04 16:38:09,0 days 00:03:00,11.246223511744923,0.00018451674916530894,2.1569560871641377e-05,0.12172606218562661,3,1,[69065],0.11916238308114596,COMPLETE
38,38,0.011346892500242288,2023-02-04 16:38:09,2023-02-04 16:41:07,0 days 00:02:58,0.0008200233418388067,1.0336160173074805e-05,2.328076329462731e-08,2.931654337099946,3,1,[69065],0.10095606346427095,COMPLETE
39,39,0.022402131017160338,2023-02-04 16:41:07,2023-02-04 16:44:11,0 days 00:03:04,0.10915105707460414,0.20797937000708613,9.511297154850796e-06,0.07420631764559141,3,1,[69065],0.1413091341748484,COMPLETE
40,40,0.025467013546348796,2023-02-04 16:44:11,2023-02-04 16:47:09,0 days 00:02:58,0.0025814519040351772,0.000529000452725994,0.003263660868314951,0.00020463137598065255,3,1,[69065],0.17578811923911206,COMPLETE
41,41,0.022000936081584526,2023-02-04 16:47:09,2023-02-04 16:50:13,0 days 00:03:04,2.629875337169293,0.002682436564653489,0.003119196167179909,0.0008326410849092193,3,1,[69065],0.13550805187094725,COMPLETE
42,42,0.02130764391954874,2023-02-04 16:50:13,2023-02-04 16:53:18,0 days 00:03:05,1.113777487406543,0.0043489857293299355,1.379977701006863e-07,0.0017923865604679778,3,1,[69065],0.13682106981402833,COMPLETE
43,43,0.022840210969357167,2023-02-04 16:53:18,2023-02-04 16:56:16,0 days 00:02:58,0.03481177718391144,0.18614830105750269,0.000306097082757803,49.60126491081175,3,1,[69065],0.14262273911559578,COMPLETE
44,44,0.021818499602818214,2023-02-04 16:56:16,2023-02-04 16:59:16,0 days 00:03:00,0.0006516825496157459,0.0010303093327587603,8.996756415448044e-07,0.05475253779110388,3,1,[69065],0.14313337916706947,COMPLETE
45,45,0.020066934505316103,2023-02-04 16:59:16,2023-02-04 17:02:22,0 days 00:03:06,0.2312239871737468,0.36381597625126577,5.503657450595138e-05,3.0762564165053794,3,1,[69065],0.13795237005099573,COMPLETE
46,46,0.019848379700758173,2023-02-04 17:02:22,2023-02-04 17:05:27,0 days 00:03:05,0.3466184202225697,0.5347675652890208,6.670994311936888e-07,0.681307951312022,3,1,[69065],0.14072525119007787,COMPLETE
47,47,0.021161804948342407,2023-02-04 17:05:27,2023-02-04 17:08:24,0 days 00:02:57,35.888522824426715,0.00034063194470166226,0.00042123652834639416,0.0002597187116284941,3,1,[69065],0.1227016555610302,COMPLETE
48,48,0.020979248674133994,2023-02-04 17:08:24,2023-02-04 17:11:19,0 days 00:02:55,87.01994472595723,0.0006335573331004003,0.0015634157537698728,0.2994518906022996,3,1,[69065],0.12919607794514398,COMPLETE
49,49,0.019592999777300276,2023-02-04 17:11:19,2023-02-04 17:14:19,0 days 00:03:00,28.918306645355763,0.00017866886729113677,0.00020662538842431446,0.1272383465635764,3,1,[69065],0.1197826359621365,COMPLETE
50,50,0.021781950013435056,2023-02-04 17:14:19,2023-02-04 17:17:17,0 days 00:02:58,0.0001979629429583134,0.2706463898645788,1.4712402818435232e-06,0.0006636897447055214,3,1,[69065],0.14419108906395794,COMPLETE
51,51,0.0201766311916424,2023-02-04 17:17:17,2023-02-04 17:20:11,0 days 00:02:54,62.37477639621525,0.0460146754803569,0.0002206674988299565,0.5307559921889656,3,1,[69065],0.139594322318981,COMPLETE
52,52,0.021526665926330835,2023-02-04 17:20:11,2023-02-04 17:23:11,0 days 00:03:00,0.0006118826846711608,0.017891540398658656,1.5464924296067544e-08,0.10496621611985926,3,1,[69065],0.1399587640129221,COMPLETE
53,53,0.022219826313380323,2023-02-04 17:23:11,2023-02-04 17:26:25,0 days 00:03:14,0.010994441443661422,0.02305199047421545,4.622592037924563e-05,5.272985399079643,3,1,[69065],0.138755083369841,COMPLETE
54,54,0.024008048816163474,2023-02-04 17:26:25,2023-02-04 17:29:34,0 days 00:03:09,0.001205742613150024,2.194398927525112e-06,1.3420152057240133e-06,0.3187355286730931,3,1,[69065],0.166629973322753,COMPLETE
